record_id,date,site,process,shift,records_processed,processing_time_min,errors_found,downtime_min,quality_score,sla_threshold_min,sla_met,error_rate_pct,quality_flag
103363,2026-01-09,Bengaluru,Data Intake,Morning,565,40.91,6,6.1,93.5,35,No,1.062,SLA Breach
105548,2026-01-09,Bengaluru,Data Intake,Evening,114,32.43,3,3.1,94.58,35,Yes,2.632,High Error Rate
101526,2026-01-09,Bengaluru,Enrichment,Evening,222,20.59,2,20.5,90.28,65,Yes,0.901,Normal
101781,2026-01-09,Bengaluru,Enrichment,Evening,216,35.78,4,13.1,94.53,65,Yes,1.852,Normal
103852,2026-01-09,Bengaluru,Publishing,Evening,288,20.32,4,10.1,97.0,30,Yes,1.389,Normal
104347,2026-01-09,Bengaluru,Publishing,Night,440,20.07,4,19.3,97.52,30,Yes,0.909,Normal
100574,2026-01-09,Bengaluru,Quality Review,Evening,497,52.67,8,8.6,100.0,60,Yes,1.61,Normal
104127,2026-01-09,Bengaluru,Quality Review,Morning,597,39.23,3,23.4,88.38,60,Yes,0.503,Low Quality Score
101110,2026-01-09,Bengaluru,Validation,Night,166,81.37,4,0.0,93.39,55,No,2.41,High Error Rate
104776,2026-01-09,Bengaluru,Validation,Morning,263,33.95,4,0.0,91.18,55,Yes,1.521,Normal
104329,2026-01-09,Chennai,Data Intake,Morning,201,45.73,11,37.4,96.82,35,No,5.473,High Error Rate
100352,2026-01-09,Chennai,Enrichment,Evening,606,61.14,10,22.0,88.35,65,Yes,1.65,Low Quality Score
100397,2026-01-09,Chennai,Enrichment,Night,284,120.51,5,0.0,97.25,65,No,1.761,SLA Breach
104894,2026-01-09,Chennai,Enrichment,Evening,253,85.19,4,7.2,98.55,65,No,1.581,SLA Breach
102780,2026-01-09,Chennai,Publishing,Morning,552,32.33,2,0.0,95.88,30,No,0.362,SLA Breach
103013,2026-01-09,Chennai,Publishing,Evening,252,67.41,5,9.1,94.0,30,No,1.984,SLA Breach
105093,2026-01-09,Chennai,Publishing,Evening,198,46.99,6,0.0,91.99,30,No,3.03,High Error Rate
101518,2026-01-09,Chennai,Quality Review,Evening,349,55.79,4,19.7,94.34,60,Yes,1.146,Normal
101286,2026-01-09,Chennai,Validation,Evening,413,60.77,3,1.7,98.3,55,No,0.726,SLA Breach
102412,2026-01-09,Hyderabad,Data Intake,Night,533,63.45,3,17.3,100.0,35,No,0.563,SLA Breach
101806,2026-01-09,Hyderabad,Enrichment,Night,509,52.19,9,24.4,93.9,65,Yes,1.768,Normal
105622,2026-01-09,Hyderabad,Enrichment,Evening,154,80.46,9,0.0,96.52,65,No,5.844,High Error Rate
103871,2026-01-09,Hyderabad,Publishing,Morning,495,20.13,4,0.0,94.3,30,Yes,0.808,Normal
105680,2026-01-09,Hyderabad,Quality Review,Morning,80,40.8,1,15.2,97.66,60,Yes,1.25,Normal
101270,2026-01-09,Hyderabad,Validation,Night,250,31.87,4,21.1,93.86,55,Yes,1.6,Normal
104770,2026-01-09,Hyderabad,Validation,Morning,618,20.01,3,19.3,94.76,55,Yes,0.485,Normal
104551,2026-01-09,Pune,Data Intake,Evening,91,42.07,1,9.7,92.73,35,No,1.099,SLA Breach
104022,2026-01-09,Pune,Enrichment,Evening,205,27.16,4,12.9,98.0,65,Yes,1.951,Normal
104269,2026-01-09,Pune,Enrichment,Evening,407,26.73,1,0.0,96.15,65,Yes,0.246,Normal
102884,2026-01-09,Pune,Publishing,Morning,581,71.97,5,0.0,95.06,30,No,0.861,SLA Breach
105055,2026-01-09,Pune,Validation,Night,254,42.04,5,0.0,85.03,55,Yes,1.969,Low Quality Score
101983,2026-01-10,Bengaluru,Data Intake,Morning,420,29.02,6,12.9,89.76,35,Yes,1.429,Low Quality Score
104341,2026-01-10,Bengaluru,Data Intake,Evening,178,26.12,7,10.2,96.33,35,Yes,3.933,High Error Rate
101267,2026-01-10,Bengaluru,Enrichment,Evening,255,80.73,5,26.3,95.61,65,No,1.961,SLA Breach
103338,2026-01-10,Bengaluru,Enrichment,Evening,303,37.52,6,12.4,93.64,65,Yes,1.98,Normal
103617,2026-01-10,Bengaluru,Enrichment,Morning,171,39.51,8,0.0,93.28,65,Yes,4.678,High Error Rate
105646,2026-01-10,Bengaluru,Publishing,Morning,271,59.84,8,0.7,95.1,30,No,2.952,High Error Rate
100898,2026-01-10,Bengaluru,Quality Review,Morning,525,34.4,3,0.0,86.16,60,Yes,0.571,Low Quality Score
104724,2026-01-10,Bengaluru,Quality Review,Morning,625,69.12,4,7.3,96.53,60,No,0.64,SLA Breach
105219,2026-01-10,Bengaluru,Quality Review,Night,617,57.66,6,17.3,94.69,60,Yes,0.972,Normal
100546,2026-01-10,Bengaluru,Validation,Morning,559,63.07,4,12.2,95.1,55,No,0.716,SLA Breach
101976,2026-01-10,Bengaluru,Validation,Morning,158,45.47,9,0.0,92.74,55,Yes,5.696,High Error Rate
100699,2026-01-10,Chennai,Data Intake,Evening,301,39.42,5,18.5,93.99,35,No,1.661,SLA Breach
103464,2026-01-10,Chennai,Data Intake,Evening,565,24.48,3,0.0,99.45,35,Yes,0.531,Normal
101642,2026-01-10,Chennai,Publishing,Morning,98,27.45,5,14.0,92.99,30,Yes,5.102,High Error Rate
103452,2026-01-10,Chennai,Publishing,Night,383,50.54,6,0.0,97.07,30,No,1.567,SLA Breach
101653,2026-01-10,Chennai,Quality Review,Night,464,86.16,5,15.8,86.4,60,No,1.078,Low Quality Score
103800,2026-01-10,Chennai,Quality Review,Morning,362,46.4,3,0.0,96.65,60,Yes,0.829,Normal
102972,2026-01-10,Chennai,Validation,Evening,208,42.79,4,12.7,94.98,55,Yes,1.923,Normal
104986,2026-01-10,Chennai,Validation,Evening,169,44.07,6,0.0,96.83,55,Yes,3.55,High Error Rate
102278,2026-01-10,Hyderabad,Data Intake,Morning,511,31.78,3,2.5,94.22,35,Yes,0.587,Normal
102314,2026-01-10,Hyderabad,Data Intake,Night,80,65.43,3,0.0,97.91,35,No,3.75,High Error Rate
105012,2026-01-10,Hyderabad,Enrichment,Night,521,54.01,6,5.7,94.17,65,Yes,1.152,Normal
100584,2026-01-10,Hyderabad,Publishing,Morning,349,16.63,5,26.8,89.61,30,Yes,1.433,Low Quality Score
101453,2026-01-10,Hyderabad,Quality Review,Morning,241,32.22,4,0.7,90.25,60,Yes,1.66,Normal
104120,2026-01-10,Hyderabad,Quality Review,Morning,560,35.02,4,23.1,92.93,60,Yes,0.714,Normal
104952,2026-01-10,Hyderabad,Quality Review,Evening,196,27.26,4,0.6,89.92,60,Yes,2.041,Low Quality Score
100848,2026-01-10,Hyderabad,Validation,Morning,521,42.03,7,0.0,100.0,55,Yes,1.344,Normal
102618,2026-01-10,Pune,Data Intake,Morning,615,17.13,7,1.0,95.02,35,Yes,1.138,Normal
102505,2026-01-10,Pune,Publishing,Morning,150,17.04,5,15.3,88.35,30,Yes,3.333,Low Quality Score
105991,2026-01-10,Pune,Publishing,Morning,275,32.69,4,1.1,98.85,30,No,1.455,SLA Breach
100887,2026-01-10,Pune,Quality Review,Night,99,33.34,8,0.0,89.96,60,Yes,8.081,Low Quality Score
101464,2026-01-10,Pune,Quality Review,Morning,554,24.9,5,18.5,95.65,60,Yes,0.903,Normal
101801,2026-01-11,Bengaluru,Data Intake,Evening,287,23.33,6,28.1,94.85,35,Yes,2.091,High Error Rate
103781,2026-01-11,Bengaluru,Data Intake,Evening,328,39.05,7,21.6,97.47,35,No,2.134,High Error Rate
100858,2026-01-11,Bengaluru,Enrichment,Morning,626,74.96,9,0.0,97.99,65,No,1.438,SLA Breach
101411,2026-01-11,Bengaluru,Enrichment,Morning,364,49.48,4,1.7,89.83,65,Yes,1.099,Low Quality Score
101615,2026-01-11,Bengaluru,Enrichment,Morning,278,39.59,6,13.2,97.12,65,Yes,2.158,High Error Rate
105816,2026-01-11,Bengaluru,Enrichment,Night,556,35.88,5,11.7,98.27,65,Yes,0.899,Normal
100542,2026-01-11,Bengaluru,Publishing,Evening,268,36.44,1,0.0,89.27,30,No,0.373,Low Quality Score
103357,2026-01-11,Bengaluru,Publishing,Morning,232,42.03,2,30.4,100.0,30,No,0.862,SLA Breach
102982,2026-01-11,Bengaluru,Validation,Evening,475,18.27,3,17.7,90.8,55,Yes,0.632,Normal
104702,2026-01-11,Bengaluru,Validation,Evening,473,40.57,4,16.7,90.84,55,Yes,0.846,Normal
100150,2026-01-11,Chennai,Data Intake,Night,123,37.35,6,23.7,91.74,35,No,4.878,High Error Rate
101021,2026-01-11,Chennai,Data Intake,Morning,623,54.03,1,0.0,97.41,35,No,0.161,SLA Breach
102460,2026-01-11,Chennai,Data Intake,Morning,606,30.57,5,5.4,98.16,35,Yes,0.825,Normal
105385,2026-01-11,Chennai,Data Intake,Evening,390,18.02,7,22.7,95.09,35,Yes,1.795,Normal
104185,2026-01-11,Chennai,Enrichment,Night,462,30.41,4,0.0,100.0,65,Yes,0.866,Normal
102488,2026-01-11,Chennai,Publishing,Morning,206,44.93,6,29.3,95.65,30,No,2.913,High Error Rate
104388,2026-01-11,Chennai,Publishing,Evening,354,20.09,10,0.0,89.77,30,Yes,2.825,Low Quality Score
104873,2026-01-11,Chennai,Publishing,Night,115,34.66,5,38.2,100.0,30,No,4.348,High Error Rate
104893,2026-01-11,Chennai,Publishing,Night,341,18.54,10,0.0,94.98,30,Yes,2.933,High Error Rate
105974,2026-01-11,Chennai,Publishing,Morning,543,21.25,3,16.1,95.24,30,Yes,0.552,Normal
103113,2026-01-11,Chennai,Quality Review,Evening,349,39.08,6,10.8,100.0,60,Yes,1.719,Normal
101136,2026-01-11,Chennai,Validation,Evening,471,46.14,5,39.5,94.52,55,Yes,1.062,Normal
101351,2026-01-11,Chennai,Validation,Morning,93,28.86,5,0.0,99.17,55,Yes,5.376,High Error Rate
101470,2026-01-11,Chennai,Validation,Morning,574,42.46,4,12.1,95.64,55,Yes,0.697,Normal
103919,2026-01-11,Chennai,Validation,Morning,283,23.01,6,7.2,99.97,55,Yes,2.12,High Error Rate
104855,2026-01-11,Chennai,Validation,Morning,219,84.81,7,0.0,94.23,55,No,3.196,High Error Rate
105475,2026-01-11,Chennai,Validation,Night,135,44.1,4,11.6,91.98,55,Yes,2.963,High Error Rate
105537,2026-01-11,Chennai,Validation,Evening,95,68.72,4,17.9,95.94,55,No,4.211,High Error Rate
103189,2026-01-11,Hyderabad,Data Intake,Evening,439,17.67,9,7.3,93.25,35,Yes,2.05,High Error Rate
104484,2026-01-11,Hyderabad,Data Intake,Night,302,74.17,6,48.0,86.83,35,No,1.987,Low Quality Score
104518,2026-01-11,Hyderabad,Data Intake,Morning,577,32.03,4,36.6,94.38,35,Yes,0.693,Normal
105257,2026-01-11,Hyderabad,Data Intake,Evening,521,54.98,2,10.2,94.31,35,No,0.384,SLA Breach
104861,2026-01-11,Hyderabad,Enrichment,Morning,640,44.6,4,44.3,99.5,65,Yes,0.625,Normal
103509,2026-01-11,Hyderabad,Publishing,Morning,248,35.41,4,0.0,97.01,30,No,1.613,SLA Breach
103184,2026-01-11,Hyderabad,Quality Review,Night,362,33.14,3,5.6,92.49,60,Yes,0.829,Normal
105017,2026-01-11,Hyderabad,Validation,Evening,348,76.99,7,18.3,99.45,55,No,2.011,High Error Rate
101026,2026-01-11,Pune,Data Intake,Night,581,23.06,6,0.0,88.82,35,Yes,1.033,Low Quality Score
105850,2026-01-11,Pune,Data Intake,Morning,286,25.64,4,0.0,93.48,35,Yes,1.399,Normal
101979,2026-01-11,Pune,Enrichment,Night,126,101.74,4,30.4,98.08,65,No,3.175,High Error Rate
105653,2026-01-11,Pune,Enrichment,Night,173,36.09,4,7.0,91.49,65,Yes,2.312,High Error Rate
102657,2026-01-11,Pune,Validation,Evening,102,36.75,5,0.0,99.54,55,Yes,4.902,High Error Rate
102788,2026-01-11,Pune,Validation,Morning,166,49.88,8,13.9,88.67,55,Yes,4.819,Low Quality Score
100619,2026-01-12,Bengaluru,Enrichment,Morning,281,55.19,9,14.8,98.07,65,Yes,3.203,High Error Rate
105606,2026-01-12,Bengaluru,Publishing,Evening,419,15.91,4,6.0,92.55,30,Yes,0.955,Normal
101456,2026-01-12,Bengaluru,Quality Review,Evening,624,40.78,7,0.0,93.07,60,Yes,1.122,Normal
102804,2026-01-12,Bengaluru,Quality Review,Evening,380,54.73,3,0.0,94.52,60,Yes,0.789,Normal
105696,2026-01-12,Bengaluru,Quality Review,Evening,100,81.79,5,19.2,91.65,60,No,5.0,High Error Rate
100279,2026-01-12,Bengaluru,Validation,Night,312,66.42,4,2.1,98.81,55,No,1.282,SLA Breach
101889,2026-01-12,Bengaluru,Validation,Morning,632,54.13,5,1.0,94.18,55,Yes,0.791,Normal
102373,2026-01-12,Chennai,Data Intake,Evening,298,45.69,3,10.3,98.58,35,No,1.007,SLA Breach
102888,2026-01-12,Chennai,Data Intake,Evening,560,23.62,4,22.0,96.01,35,Yes,0.714,Normal
103798,2026-01-12,Chennai,Data Intake,Morning,145,19.9,3,9.6,95.46,35,Yes,2.069,High Error Rate
102440,2026-01-12,Chennai,Publishing,Night,276,18.32,8,28.3,100.0,30,Yes,2.899,High Error Rate
102525,2026-01-12,Chennai,Publishing,Night,593,16.58,4,2.1,94.19,30,Yes,0.675,Normal
102002,2026-01-12,Hyderabad,Data Intake,Morning,357,21.86,3,14.2,96.97,35,Yes,0.84,Normal
102331,2026-01-12,Hyderabad,Enrichment,Morning,189,74.51,10,28.4,92.0,65,No,5.291,High Error Rate
102711,2026-01-12,Hyderabad,Enrichment,Night,519,60.96,5,24.9,91.61,65,Yes,0.963,Normal
104737,2026-01-12,Hyderabad,Enrichment,Evening,198,53.98,10,11.7,100.0,65,Yes,5.051,High Error Rate
100036,2026-01-12,Hyderabad,Validation,Morning,565,93.58,4,0.0,93.02,55,No,0.708,SLA Breach
103533,2026-01-12,Hyderabad,Validation,Morning,616,27.13,9,7.3,91.27,55,Yes,1.461,Normal
102129,2026-01-12,Pune,Data Intake,Morning,625,31.86,0,18.7,93.87,35,Yes,0.0,Normal
105359,2026-01-12,Pune,Data Intake,Morning,200,14.18,4,4.0,96.2,35,Yes,2.0,Normal
103501,2026-01-12,Pune,Quality Review,Morning,349,25.85,7,0.0,94.56,60,Yes,2.006,High Error Rate
102705,2026-01-13,Bengaluru,Data Intake,Night,413,27.71,9,29.9,100.0,35,Yes,2.179,High Error Rate
101362,2026-01-13,Bengaluru,Enrichment,Morning,238,52.01,3,9.1,92.79,65,Yes,1.261,Normal
102591,2026-01-13,Bengaluru,Enrichment,Evening,115,83.88,8,0.0,93.97,65,No,6.957,High Error Rate
103917,2026-01-13,Bengaluru,Enrichment,Morning,441,63.3,5,0.0,92.21,65,Yes,1.134,Normal
104277,2026-01-13,Bengaluru,Enrichment,Morning,246,34.31,1,28.1,92.09,65,Yes,0.407,Normal
104456,2026-01-13,Bengaluru,Enrichment,Night,249,54.3,7,7.2,97.06,65,Yes,2.811,High Error Rate
105309,2026-01-13,Bengaluru,Enrichment,Night,353,55.54,3,0.0,87.24,65,Yes,0.85,Low Quality Score
100387,2026-01-13,Bengaluru,Publishing,Morning,384,37.27,8,15.8,91.76,30,No,2.083,High Error Rate
105970,2026-01-13,Bengaluru,Publishing,Morning,525,22.03,1,0.0,98.49,30,Yes,0.19,Normal
103155,2026-01-13,Bengaluru,Quality Review,Evening,343,37.13,5,29.0,91.39,60,Yes,1.458,Normal
104291,2026-01-13,Bengaluru,Quality Review,Morning,219,72.16,5,0.0,97.44,60,No,2.283,High Error Rate
104692,2026-01-13,Bengaluru,Quality Review,Night,588,45.19,11,19.4,86.06,60,Yes,1.871,Low Quality Score
102964,2026-01-13,Bengaluru,Validation,Night,305,98.24,6,29.0,96.26,55,No,1.967,SLA Breach
103561,2026-01-13,Bengaluru,Validation,Morning,166,52.09,5,0.0,93.28,55,Yes,3.012,High Error Rate
104854,2026-01-13,Bengaluru,Validation,Night,150,36.02,4,7.0,97.34,55,Yes,2.667,High Error Rate
103988,2026-01-13,Chennai,Data Intake,Morning,84,29.68,5,0.0,89.45,35,Yes,5.952,Low Quality Score
102312,2026-01-13,Chennai,Enrichment,Morning,213,22.72,9,0.0,93.26,65,Yes,4.225,High Error Rate
101035,2026-01-13,Chennai,Publishing,Morning,309,35.73,2,0.0,96.27,30,No,0.647,SLA Breach
103277,2026-01-13,Chennai,Publishing,Morning,161,34.34,8,5.2,93.99,30,No,4.969,High Error Rate
100899,2026-01-13,Chennai,Quality Review,Morning,414,29.76,10,0.0,89.74,60,Yes,2.415,Low Quality Score
101769,2026-01-13,Chennai,Quality Review,Evening,635,37.36,7,28.8,94.79,60,Yes,1.102,Normal
103070,2026-01-13,Chennai,Quality Review,Morning,538,45.23,5,3.9,94.19,60,Yes,0.929,Normal
103411,2026-01-13,Chennai,Quality Review,Night,110,29.77,7,4.7,92.4,60,Yes,6.364,High Error Rate
100518,2026-01-13,Chennai,Validation,Evening,181,64.41,6,0.0,97.99,55,No,3.315,High Error Rate
101953,2026-01-13,Chennai,Validation,Night,337,65.2,5,6.1,92.34,55,No,1.484,SLA Breach
103816,2026-01-13,Chennai,Validation,Night,305,36.51,8,14.2,83.25,55,Yes,2.623,Low Quality Score
104394,2026-01-13,Hyderabad,Data Intake,Evening,257,33.14,6,22.4,96.43,35,Yes,2.335,High Error Rate
104644,2026-01-13,Hyderabad,Data Intake,Morning,224,58.4,7,29.8,99.39,35,No,3.125,High Error Rate
105336,2026-01-13,Hyderabad,Data Intake,Evening,481,43.34,6,7.3,94.91,35,No,1.247,SLA Breach
105301,2026-01-13,Hyderabad,Publishing,Night,497,33.62,3,9.0,89.86,30,No,0.604,Low Quality Score
101834,2026-01-13,Hyderabad,Quality Review,Night,362,70.4,6,23.1,96.56,60,No,1.657,SLA Breach
102795,2026-01-13,Hyderabad,Quality Review,Evening,628,49.16,2,0.0,96.4,60,Yes,0.318,Normal
100045,2026-01-13,Hyderabad,Validation,Evening,479,38.94,4,3.7,90.25,55,Yes,0.835,Normal
104838,2026-01-13,Hyderabad,Validation,Evening,202,56.53,6,28.2,87.35,55,No,2.97,Low Quality Score
104680,2026-01-13,Pune,Data Intake,Morning,551,28.86,5,15.7,92.09,35,Yes,0.907,Normal
103532,2026-01-13,Pune,Enrichment,Night,457,60.1,5,12.8,97.44,65,Yes,1.094,Normal
104399,2026-01-13,Pune,Enrichment,Night,624,58.56,6,2.9,95.21,65,Yes,0.962,Normal
102232,2026-01-13,Pune,Publishing,Night,211,19.16,6,8.5,97.99,30,Yes,2.844,High Error Rate
104684,2026-01-13,Pune,Quality Review,Morning,111,39.85,3,0.0,93.65,60,Yes,2.703,High Error Rate
104697,2026-01-14,Bengaluru,Data Intake,Evening,261,49.02,5,15.7,91.29,35,No,1.916,SLA Breach
104231,2026-01-14,Bengaluru,Enrichment,Evening,354,36.47,2,24.2,94.32,65,Yes,0.565,Normal
101215,2026-01-14,Bengaluru,Quality Review,Evening,459,61.02,5,3.4,90.78,60,No,1.089,SLA Breach
105530,2026-01-14,Chennai,Data Intake,Night,217,13.58,8,30.6,94.46,35,Yes,3.687,High Error Rate
101253,2026-01-14,Chennai,Publishing,Evening,486,47.06,7,4.4,95.01,30,No,1.44,SLA Breach
103536,2026-01-14,Chennai,Publishing,Morning,637,39.01,7,7.8,87.27,30,No,1.099,Low Quality Score
101911,2026-01-14,Chennai,Quality Review,Evening,559,56.64,5,34.1,89.52,60,Yes,0.894,Low Quality Score
103614,2026-01-14,Chennai,Quality Review,Night,611,49.07,4,22.0,90.87,60,Yes,0.655,Normal
105584,2026-01-14,Chennai,Quality Review,Morning,82,40.97,2,16.4,97.45,60,Yes,2.439,High Error Rate
101022,2026-01-14,Chennai,Validation,Evening,628,62.26,3,34.2,94.05,55,No,0.478,SLA Breach
105697,2026-01-14,Chennai,Validation,Morning,410,55.02,3,19.2,93.96,55,No,0.732,SLA Breach
103335,2026-01-14,Hyderabad,Data Intake,Morning,201,21.35,3,0.0,94.98,35,Yes,1.493,Normal
102669,2026-01-14,Hyderabad,Enrichment,Evening,113,34.61,8,3.5,90.59,65,Yes,7.08,High Error Rate
103932,2026-01-14,Hyderabad,Enrichment,Evening,390,91.2,4,24.4,88.31,65,No,1.026,Low Quality Score
104780,2026-01-14,Hyderabad,Enrichment,Morning,557,120.22,6,19.0,93.01,65,No,1.077,SLA Breach
100069,2026-01-14,Hyderabad,Quality Review,Morning,592,45.29,9,25.4,96.23,60,Yes,1.52,Normal
102025,2026-01-14,Hyderabad,Validation,Morning,368,50.02,9,3.6,94.49,55,Yes,2.446,High Error Rate
105166,2026-01-14,Hyderabad,Validation,Evening,271,38.31,6,9.7,92.45,55,Yes,2.214,High Error Rate
105423,2026-01-14,Hyderabad,Validation,Evening,300,53.31,3,6.9,95.98,55,Yes,1.0,Normal
100659,2026-01-14,Pune,Publishing,Evening,128,25.28,7,17.5,98.25,30,Yes,5.469,High Error Rate
101055,2026-01-14,Pune,Publishing,Evening,365,37.26,3,3.9,91.62,30,No,0.822,SLA Breach
103652,2026-01-14,Pune,Quality Review,Night,488,25.13,6,0.3,90.99,60,Yes,1.23,Normal
104593,2026-01-14,Pune,Quality Review,Morning,237,24.34,4,24.6,86.62,60,Yes,1.688,Low Quality Score
102752,2026-01-15,Bengaluru,Data Intake,Morning,444,16.2,9,24.8,95.06,35,Yes,2.027,High Error Rate
101571,2026-01-15,Bengaluru,Enrichment,Evening,590,24.61,5,16.3,99.39,65,Yes,0.847,Normal
100217,2026-01-15,Bengaluru,Publishing,Evening,143,53.14,3,20.3,95.01,30,No,2.098,High Error Rate
105591,2026-01-15,Bengaluru,Publishing,Evening,501,24.11,8,1.3,88.44,30,Yes,1.597,Low Quality Score
101096,2026-01-15,Bengaluru,Quality Review,Morning,403,67.22,6,17.3,91.58,60,No,1.489,SLA Breach
102479,2026-01-15,Bengaluru,Quality Review,Evening,429,61.52,6,17.6,92.65,60,No,1.399,SLA Breach
104537,2026-01-15,Bengaluru,Quality Review,Night,593,26.72,8,47.6,85.03,60,Yes,1.349,Low Quality Score
104648,2026-01-15,Bengaluru,Quality Review,Morning,413,54.32,3,6.6,91.19,60,Yes,0.726,Normal
100127,2026-01-15,Bengaluru,Validation,Night,595,68.0,3,12.5,92.1,55,No,0.504,SLA Breach
103759,2026-01-15,Bengaluru,Validation,Morning,327,19.0,6,20.8,94.95,55,Yes,1.835,Normal
105508,2026-01-15,Chennai,Data Intake,Evening,340,29.9,5,0.6,90.71,35,Yes,1.471,Normal
100439,2026-01-15,Chennai,Enrichment,Night,133,61.61,3,12.3,94.47,65,Yes,2.256,High Error Rate
101851,2026-01-15,Chennai,Enrichment,Evening,532,51.08,3,25.7,88.52,65,Yes,0.564,Low Quality Score
105262,2026-01-15,Chennai,Enrichment,Morning,311,26.94,2,27.1,100.0,65,Yes,0.643,Normal
100280,2026-01-15,Chennai,Publishing,Night,632,33.98,4,17.0,100.0,30,No,0.633,SLA Breach
101361,2026-01-15,Chennai,Publishing,Morning,468,31.72,2,14.4,94.51,30,No,0.427,SLA Breach
104624,2026-01-15,Chennai,Publishing,Morning,489,35.54,10,0.0,95.64,30,No,2.045,High Error Rate
103134,2026-01-15,Chennai,Quality Review,Morning,324,84.92,1,1.4,94.19,60,No,0.309,SLA Breach
104105,2026-01-15,Chennai,Validation,Morning,347,57.71,3,0.0,94.97,55,No,0.865,SLA Breach
103639,2026-01-15,Hyderabad,Enrichment,Evening,98,92.73,9,30.2,95.58,65,No,9.184,High Error Rate
101027,2026-01-15,Hyderabad,Publishing,Night,480,32.49,3,13.4,92.85,30,No,0.625,SLA Breach
105139,2026-01-15,Hyderabad,Validation,Evening,354,46.77,4,11.0,96.26,55,Yes,1.13,Normal
103580,2026-01-15,Pune,Enrichment,Morning,423,37.45,5,0.0,86.01,65,Yes,1.182,Low Quality Score
101588,2026-01-15,Pune,Publishing,Night,645,17.55,6,15.2,95.85,30,Yes,0.93,Normal
103916,2026-01-15,Pune,Publishing,Morning,193,18.63,4,3.9,96.61,30,Yes,2.073,High Error Rate
102856,2026-01-15,Pune,Validation,Morning,584,49.94,3,7.9,93.63,55,Yes,0.514,Normal
100196,2026-01-16,Bengaluru,Data Intake,Evening,340,31.82,5,5.6,94.3,35,Yes,1.471,Normal
100246,2026-01-16,Bengaluru,Enrichment,Night,382,22.61,3,0.0,97.44,65,Yes,0.785,Normal
100431,2026-01-16,Bengaluru,Enrichment,Night,340,35.48,9,15.2,92.84,65,Yes,2.647,High Error Rate
105179,2026-01-16,Bengaluru,Enrichment,Morning,128,40.43,7,29.1,92.66,65,Yes,5.469,High Error Rate
100678,2026-01-16,Bengaluru,Quality Review,Morning,547,30.25,9,29.0,97.32,60,Yes,1.645,Normal
105876,2026-01-16,Bengaluru,Quality Review,Morning,255,53.1,7,2.4,98.01,60,Yes,2.745,High Error Rate
100753,2026-01-16,Bengaluru,Validation,Evening,231,38.88,3,4.7,90.1,55,Yes,1.299,Normal
103535,2026-01-16,Bengaluru,Validation,Morning,211,82.72,3,9.7,95.6,55,No,1.422,SLA Breach
103887,2026-01-16,Bengaluru,Validation,Evening,323,27.08,5,0.0,91.29,55,Yes,1.548,Normal
102635,2026-01-16,Chennai,Enrichment,Night,126,72.22,4,0.0,86.76,65,No,3.175,Low Quality Score
103321,2026-01-16,Chennai,Enrichment,Night,464,41.37,5,21.4,96.01,65,Yes,1.078,Normal
103620,2026-01-16,Chennai,Publishing,Night,355,32.63,5,16.9,87.63,30,No,1.408,Low Quality Score
105367,2026-01-16,Chennai,Publishing,Morning,523,25.51,4,28.2,96.93,30,Yes,0.765,Normal
100728,2026-01-16,Chennai,Validation,Evening,444,63.88,4,8.2,89.48,55,No,0.901,Low Quality Score
101256,2026-01-16,Chennai,Validation,Morning,565,51.82,4,11.5,94.51,55,Yes,0.708,Normal
102317,2026-01-16,Chennai,Validation,Evening,508,17.46,6,11.4,98.7,55,Yes,1.181,Normal
100007,2026-01-16,Hyderabad,Data Intake,Morning,351,15.08,6,13.3,94.53,35,Yes,1.709,Normal
103281,2026-01-16,Hyderabad,Data Intake,Morning,209,42.05,5,15.0,100.0,35,No,2.392,High Error Rate
104432,2026-01-16,Hyderabad,Enrichment,Night,552,47.99,8,33.2,98.08,65,Yes,1.449,Normal
100881,2026-01-16,Hyderabad,Validation,Morning,159,52.22,2,15.2,94.49,55,Yes,1.258,Normal
101122,2026-01-16,Hyderabad,Validation,Night,204,23.99,4,30.1,85.99,55,Yes,1.961,Low Quality Score
101328,2026-01-16,Hyderabad,Validation,Evening,424,41.74,6,23.5,97.75,55,Yes,1.415,Normal
102865,2026-01-16,Hyderabad,Validation,Night,247,39.17,6,6.7,88.58,55,Yes,2.429,Low Quality Score
103543,2026-01-16,Pune,Data Intake,Evening,574,22.31,2,17.8,86.77,35,Yes,0.348,Low Quality Score
